Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09829747676849365,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09316924959421158,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.0863308534026146,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08846759796142578,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09103251248598099,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09658807516098022,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10128901898860931,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10556331276893616,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.1111188679933548,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.1213761493563652,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.12308556586503983,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.12009409815073013,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.1166752353310585,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11795730888843536,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11539319902658463,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11026415228843689,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10556331276893616,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.1034265011548996,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10898207873106003,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10812743008136749,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10428126901388168,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.10470856726169586,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,0.10684538632631302,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10599064081907272,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11240094155073166,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10898207873106003,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.1111188679933548,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.11240094155073166,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,0.11197362095117569,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11026415228843689,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.10940945893526077,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10599064081907272,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.10214444994926453,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.12611599266529083,0.09658807516098022,46188800,0.0,0.0
